idx,genre,track_id,artist_name,title,loudness,tempo,time_signature,key,mode,duration,avg_timbre1,avg_timbre2,avg_timbre3,avg_timbre4,avg_timbre5,avg_timbre6,avg_timbre7,avg_timbre8,avg_timbre9,avg_timbre10,avg_timbre11,avg_timbre12,var_timbre1,var_timbre2,var_timbre3,var_timbre4,var_timbre5,var_timbre6,var_timbre7,var_timbre8,var_timbre9,var_timbre10,var_timbre11,var_timbre12
41923,dance and electronica,TRBJQLI128F931C967,Layo & Bushwacka!,Life2Live,-7.5360000000000005,128.041,4,0,1,540.00281,45.192923431400004,-10.3889156328,-8.4517235023,16.6649730592,31.116958525300003,-15.601358738,-14.230976249600001,-18.2270705424,3.7342343140699996,0.44904112017,11.5513849699,5.5689003899300005,16.862722103299998,2767.27827451,1543.15359092,857.247107115,956.314534145,829.9157866689999,507.884103579,617.9452853180001,312.14981766299996,301.33108016299997,192.898382748,214.64142566099997
41924,dance and electronica,TRYMRUJ128F4245BE8,Gigi D'Agostino & Pandolfi,Gigi's Goodnight (Buonanotte Mix),-6.9,136.0,4,6,0,480.86159000000004,44.0445577991,34.4999156991,3.32385663806,44.511036850100005,16.2649131752,20.4819944472,-0.576647147905,6.94084250379,-7.238586067639999,7.54959515396,5.1678879353900005,3.37753558809,38.4014526606,4417.7213006,3752.02993282,3409.82507721,1371.20960203,2692.16021945,751.199060225,959.839942306,419.642168688,447.327736455,657.230833508,243.164771204
41925,dance and electronica,TRIRLSZ12903CABAAD,Layo & Bushwacka,Love Story,-10.17,131.97299999999998,4,9,0,312.73751,43.5867820137,-31.304228739000003,-42.9544789834,-14.954334310899998,-0.08180351906160001,-19.8261564027,12.3172482893,3.5784095796699993,7.936756598239999,-0.308783968719,0.401345063539,17.9824066471,27.0080499711,8427.51270111,4278.61166972,752.5670182069999,964.577257964,498.248847614,953.1810625989999,335.207527767,333.658006456,290.877643337,157.12702867,320.965209358
41926,dance and electronica,TRJGOTR12903CAF70A,Layo & Bushwacka!,L&B 21,-11.116,125.01,4,11,0,499.93098,38.5059915405,29.4968214604,-61.191817008,60.0088352627,-1.61854986643,-3.2889394479100003,12.3774265361,-6.41903116652,-17.8912951915,8.16994568121,14.5241211042,-0.32392030276,39.0835838392,4362.04317855,5673.96849647,3127.01993887,1146.97984386,2086.52653905,1423.47445466,1212.98781262,317.706687422,339.68874799,387.171400357,148.73875835
41927,dance and electronica,TRJVVKH12903CAF734,Layo & Bushwacka!,Strictly L&B,-13.062999999999999,123.993,4,9,1,495.64689000000004,38.042165994899996,50.5763847563,-106.68893111,27.4927295713,-17.1207610846,-22.4124356907,-3.22239281788,32.0741451081,-0.5509421033349999,19.407564675699998,6.67524551118,3.7454727006199997,11.1856006177,2678.31005904,3921.28220306,3099.92141933,1317.51033892,1389.40952641,633.338984439,782.6446488639999,438.825450878,391.547856741,444.977563609,293.203296317
41928,dance and electronica,TRNTOWW128F426AE88,Layo & Bushwacka!,Life2live,-6.497999999999999,129.001,4,4,0,379.45423999999997,45.108976175900004,43.312065974300005,-42.624059865599996,42.6315045816,-7.75828955406,-7.73330054979,19.1841441662,12.2193634698,17.4989645693,16.1217935247,-9.44683200977,-11.5527031155,42.660654232199995,4298.553593899999,4149.15241444,4155.55796304,594.154345642,1487.71196479,311.19970783900004,904.314019889,218.123085461,463.110047695,485.983877834,265.340989013
41929,dance and electronica,TRXSZWI128F426AE84,Layo & Bushwacka!,Life2live,-10.814,85.329,3,11,0,486.92199999999997,36.2757083631,6.17624410293,-79.0055443174,73.871008935,8.884151536810002,-1.9707340957799997,-15.8785064332,12.9139181558,0.920591136526,17.3264181558,9.192804860610002,-5.12201465332,28.388782779099998,10486.4101958,5827.3930291,5459.82886437,2476.07295526,3080.99867576,975.9792292239999,1470.87072327,451.206552874,641.813786522,897.9633699289999,673.47830127
41930,dance and electronica,TRDYPGK128F424F803,Layo & Bushwacka!,Tabloid,-11.439,128.954,4,7,1,387.13424,40.2263760635,20.6674594441,-13.061932501400001,30.598574021599998,-5.09656494611,-16.2166488939,4.97467782189,-3.4790045377199994,-1.7164356211000003,6.6437073170700005,14.4257674419,7.9117992059,31.2152707168,13811.980480799999,4642.35845626,2200.99328513,2355.48327799,1440.9410877,1408.73128416,760.570758752,1211.10926558,486.18131931,484.08797592400003,367.185816066
41931,dance and electronica,TRESTWG128F92F673F,Charles Mingus,M D M,-14.196,108.713,4,0,1,1154.53342,36.866823967600006,66.50753426989999,67.9595310771,20.771351426099997,-19.967184333800002,17.4455928054,21.2228748404,12.0056196254,-3.42312899106,0.782742443593,-8.670029799910001,5.93790698169,50.6043120625,4945.08501691,3710.33524055,2597.97281134,876.632494606,1397.62805699,700.938623321,488.557719111,396.90575063800003,320.575087156,487.890447003,337.67595462599996
41932,dance and electronica,TRZJNNM128F428CA77,Layo & Bushwacka!,The Time Was Then,-9.969,122.001,4,6,1,521.7954599999999,40.3884604925,30.0007225285,-31.9405663359,10.017211319400001,41.1915277472,-17.2399151047,-0.454112826167,4.598372289599999,-23.253877986,-2.15955567806,7.81103895627,-4.80616685042,28.9948284807,2804.80193242,4770.435049399999,1384.10183544,1900.23453406,902.029251057,1125.78733503,991.5809711019999,724.0565519710001,373.221619679,224.013544968,450.158410486
41933,dance and electronica,TRTCXVH128F428CA72,Layo & Bushwacka!,Now Is The Time,-10.353,126.00200000000001,4,6,0,610.6379099999999,36.3168589468,-31.197369425,-85.7326550242,32.7035432563,22.1144717894,-18.8059854917,7.93825255239,4.0060897367,-9.18102740462,5.54283745298,1.2729204728599999,-7.126809242339999,104.89172874200001,11372.7441625,5233.69044627,6063.78918267,2499.22722374,1993.27215487,1322.29865043,1448.30768551,677.918716817,758.703965359,574.865585282,325.277503608
41934,dance and electronica,TRRHMGA12903CA8022,Layo & Bushwacka!,Now Is The Time,-8.947000000000001,126.025,4,4,0,491.7024,37.3667391304,18.4978757764,-110.67194306399999,42.4067922705,10.1290465839,-19.1326570048,-0.14756142167000003,0.151767080745,-25.1706380262,0.427559351277,3.3252284333999995,-7.22102035887,40.2124263433,5132.58168695,3445.05087238,3761.84978229,1095.64141379,1340.57862849,663.147950063,772.248303568,454.89339040699997,427.760095275,413.213796237,330.396583937
41935,dance and electronica,TRQBCYL128F92F09D3,Layo & Bushwacka!,Madagaskar,-9.981,125.97399999999999,4,9,0,549.32853,37.891304128899996,31.857578046300002,-88.2216367909,65.4473192346,-61.4221534072,17.3733944277,9.229268210810002,12.1779681101,7.23372004028,8.258548841889999,5.17295971803,2.8892816381299995,32.0636654134,2277.17023262,2853.70011094,2568.7899031999996,1603.33235099,2940.04904892,751.734478588,894.844547721,273.303741293,551.796886085,512.072559218,216.729312469
41936,dance and electronica,TRBVTXG128F4265644,Hithunters,Lovers in the rain,-6.164,130.02100000000002,4,0,1,213.86404,47.5347839506,32.3936450617,14.2356460905,19.9772983539,7.7695462963,-17.7625236626,17.7694588477,-1.5717006172799999,-5.854438271599999,0.20873765432100003,7.355741769550001,-2.64215534979,20.4921952517,3528.23861905,1508.94984196,1391.75668466,507.145612435,957.418968354,456.893529403,404.55578852,416.431658588,263.302315463,238.199223661,229.88991043400003
41937,dance and electronica,TRGKHPZ12903CB2051,Layo & Bushwacka!,The Raw Road,-7.289,126.022,4,9,0,521.1424,41.1540067592,42.6682781928,-156.2004799,34.474024546399995,5.38708822483,11.129605834200001,-5.26471291355,0.18269797225200002,-2.73669939523,4.54866702241,4.83376840982,11.855320882200001,34.7248980096,10807.9178577,3356.42171762,6358.59184608,1356.75222845,2889.52369278,999.1993935889999,1567.38508847,436.228158802,1021.48667648,917.505898672,175.041257476
41938,dance and electronica,TRPLLSF12903CB2050,Layo & Bushwacka!,The Raw Road,-5.902,126.008,4,2,1,381.46567000000005,44.44610701479999,52.9617424475,-19.3498417819,37.350078341,-47.4890302099,-11.5753896569,26.0114265233,17.5211807476,2.43168458781,11.222390169,7.96901996928,-0.225542242704,40.7023941642,7218.17878204,4860.54026277,1719.06750475,882.6290388030001,1293.56383628,751.2581930919999,402.58032834,403.787347267,311.212759141,210.918695417,151.535258416
41939,dance and electronica,TRDMHSL12903CB204F,Layo & Bushwacka!,The Raw Road,-6.348,125.992,4,0,1,488.12363,43.099053086400005,117.564918519,-74.58778683130001,61.3281962963,-2.17322716049,24.6537144033,8.97915679012,10.704751851900001,-0.211679012346,6.2826872428,-2.12692263374,5.07055720165,23.6989036157,6611.21996351,4386.56321996,4655.80507752,1060.35828395,2627.90588925,854.6902090839999,631.9369335680001,243.426802431,476.06840584800005,1135.01480784,208.88558194200002
41940,dance and electronica,TRFISDM128F425DBCC,Layo & Bushwacka!,The Next Level,-13.181,124.09,4,4,1,438.15137999999996,36.4306248557,-12.649344363199999,-126.63517237399999,33.1825429011,17.5919730666,-40.0179345902,-2.12850904194,21.3973466718,-0.902291265871,4.57209234321,4.72700038476,-3.5609942285500003,34.6635451578,9612.58988131,4173.81723397,2937.33315128,1659.32609524,2324.32581803,1120.11970931,1929.32474792,368.886404907,529.508104116,723.426373068,355.93739967199997
41941,dance and electronica,TRQSQOM128F425DBCD,Layo & Bushwacka!,Things Change,-13.546,187.44400000000002,3,1,1,566.7522,36.039292633,-32.3178420873,-75.85445839020001,17.7672264666,-21.610884720300003,-25.5522653479,10.860434856800001,10.4265518417,4.21166609823,9.94528683492,4.497896316509999,3.8152588676699994,48.946472721300005,9791.33780846,4590.08277371,3569.92794368,1341.73280997,1581.95090032,836.012966895,1565.31956898,454.86111132199994,548.92420214,477.037189979,360.71070362300003
41942,dance and electronica,TRWXEYF128F424A0A6,Layo & Bushwacka!,Things Change,-12.509,0.0,3,1,1,505.91302,35.905778534899994,48.1729989779,-141.755601022,12.6215465077,4.465548892669999,-14.650049403699999,5.43024940375,6.59537308348,-4.44460681431,11.441090971,2.89725144804,6.35716865417,42.5423196143,9368.01907332,5036.90211625,5358.64893662,2876.60596882,1897.33265478,1306.4234735,1571.09012988,507.19757212800005,691.20748837,494.80641120300004,313.04873104
41943,dance and electronica,TRBYOFI128F93568A7,Eight Frozen Modules,Dem Nuh Know Me (8FM Mix),-7.267,103.057,4,7,1,290.37669,45.898584980200006,52.377177865600004,3.6717138339899997,15.587112252999999,-2.58672885375,-26.4602909091,15.763779446600001,5.5187517786599996,-3.60453438735,0.576993675889,-7.182435573119999,-6.13273913043,25.105463722600003,3580.05642808,3179.1741213000005,1475.19177807,700.44594406,1043.85541069,496.065603721,554.077091709,178.654369936,238.13501417700002,488.450110864,185.382392199
41944,dance and electronica,TRDUXNY128F93568AA,Eight Frozen Modules,Be Strong (8FM Mix),-6.057,70.446,1,8,0,279.82322,45.9143825301,-12.2669774096,19.5018652108,18.9025075301,8.78261822289,0.276692771084,-15.3645429217,-4.829,5.0285873494,4.79036295181,1.8376746988,2.34648268072,29.807826301,2941.04554706,3462.63993036,2250.38221709,1369.85516581,1379.1725035999998,723.375381632,757.477621361,450.84953669699996,475.402498505,543.131633367,323.224942823
41945,dance and electronica,TRETTFR128F9317B43,Eight Frozen Modules,Left Me,-7.08,190.00900000000001,4,10,0,290.14159,44.0740266927,-27.2280410156,-16.7600891927,28.340306640599998,-12.6633294271,-15.867563150999999,12.1794544271,-9.33963411458,1.54474479167,9.6036484375,4.35293424479,-3.9709147135400005,37.798126550700005,4463.89275161,2904.02725916,1725.61954867,989.292309703,1581.85782135,662.150500727,763.1743795939999,452.155422441,531.557085465,472.30348485,318.988885251
41946,dance and electronica,TRZDIFX12903CB420C,Eight Frozen Modules,Sight Code Unseen,-2.18,146.659,3,10,0,261.43302,49.37715628,38.555759348,28.6536883988,23.1432243528,7.916082454460001,-16.54194535,-9.999919463089999,-13.2388207095,7.9114784276100005,6.5544151486099995,5.7088178331699995,-5.15838638543,52.5736952958,5392.14929539,4714.57498211,2247.77243213,1279.57250867,1115.65278379,1024.14616676,945.5099649739999,434.07045757599997,476.164391575,431.64817975,508.75502602
41947,dance and electronica,TRTAEQT12903CB4208,Eight Frozen Modules,Echo Youth,-1.493,127.02799999999999,5,10,0,259.86567,51.5689800167,30.425606994200002,40.8377710241,26.071537885100003,11.8886219817,-3.8136694421300006,-6.61903247294,-0.352787676936,-5.59591756869,0.048596169858499995,2.72051207327,-2.5660949209,9.778664750639999,3502.35061797,3260.16401924,1475.12647359,1217.69230021,1127.9786632,717.2386345860001,696.6459865219999,598.016945809,403.734736014,441.83909546900003,450.05249283
41948,dance and electronica,TREIAGZ12903CB420A,Eight Frozen Modules,Elephantitus Of The Man,-3.3819999999999997,120.103,5,11,1,263.31383,49.4827657371,8.5613498008,19.3798581673,8.892098007969999,3.53664940239,-8.81994741036,14.2089131474,1.24244143426,-10.6397314741,-0.48973625498,-1.38720239044,2.40198007968,45.8746969682,2795.14338588,2573.70837881,1752.90448419,823.2651888089999,1073.09098077,549.915204081,838.6303713780001,503.925984455,439.736336962,485.885583644,416.50993913699995
41949,dance and electronica,TRSMSNH12903CB420F,Eight Frozen Modules,A Low Bite Riddim,-3.114,104.54299999999999,4,6,0,225.38404,47.8107945066,29.3645584944,7.25848118006,35.1239867752,22.9062624619,-6.35017497457,5.9717273652100005,1.4818575788400001,2.038965412,5.4575239064100005,0.931146490336,-3.10655239064,47.148072024899996,4726.063931000001,5695.94143338,3898.73282347,1162.28685597,2014.45111994,863.31308792,1081.18432065,396.639261604,535.221072919,1172.30424733,440.813778797
41950,dance and electronica,TRMWOJZ12903D09F98,Eight Frozen Modules,Spiders in my Mind,-7.352,184.984,4,6,0,191.18975,43.5012759857,-17.15060454,5.836020310630001,28.9007240143,3.0978864994,-10.4943178017,-3.10291278375,-7.44045280765,-0.015704898446799998,2.9163106332099997,4.307118279569999,-1.39828076464,31.565683459099997,9353.70849899,3564.49854523,2496.3334563000003,2029.3271814,1958.23880427,748.67946721,1127.44304777,573.477589353,589.630657636,715.881489932,383.697177155
41951,dance and electronica,TRMXWCA12903D09F95,Eight Frozen Modules,Retention Yak,-8.08,127.176,4,1,1,232.56771,43.718266454399995,7.3328184713399995,17.7993726115,14.8272675159,2.7179065817400003,-19.771977707,7.057132696389999,11.514887473499998,3.5957462844999997,13.1005031847,0.666463906582,6.879692144369999,45.270460136000004,11667.4806631,6525.4432312,2703.44587294,2675.8854394,1167.14170278,1261.44043869,786.7918454589999,641.173469588,534.537814356,618.379749113,495.01812998599996
41952,dance and electronica,TRBEPNR12903D09F9A,Eight Frozen Modules,Amplify in Large Amount,-6.067,159.778,4,1,1,287.73832000000004,47.1112268657,54.68370970149999,30.580611194,17.6680671642,9.169847761189999,-22.860443283600002,-1.35022313433,3.4357940298500003,1.8285813432799998,10.9194179104,1.1938052238799999,1.49078731343,21.2496653605,3365.48533092,3287.70113245,1606.4385287,1550.4331700999999,957.77334516,574.299141835,723.781230528,339.02428429099996,394.053466609,396.955052024,272.062375353
41953,dance and electronica,TRQCYZL12903D09F90,Eight Frozen Modules,Sexual Rapping,-5.172999999999999,180.05900000000003,4,11,0,253.04771000000002,46.1174187964,29.086231657,23.666518549099997,33.8575218467,-14.402836768299998,-10.8350280297,-3.46359439406,0.504805441055,5.842680131900001,17.458856554,7.2636545754299995,2.0633544929900003,34.3637232706,4264.78573707,1739.94191172,2094.42231888,1182.37911542,1404.0794889000001,604.296841178,604.16317803,630.741496226,546.990340317,498.64318560000004,340.025016735
41954,dance and electronica,TRZMZOB12903D09F9C,Eight Frozen Modules,Injection Concepts,-7.138,63.994,1,7,1,287.84281,44.656385466,11.2932377567,-20.9829494471,24.838634281199997,-3.9534541864099997,-19.859045813599998,8.179828594,-0.342518957346,-2.2419984202200003,11.9437109005,2.1729328594,-1.77246840442,26.0124072464,3970.78088207,3146.64593501,2342.63101183,888.250892199,1658.52318024,784.51360946,738.5784630239999,502.99194861800004,467.05265265400004,751.120634138,324.667477702
41955,dance and electronica,TRDXJAT12903D09F92,Eight Frozen Modules,Ride This,-5.557,189.93400000000003,4,1,1,210.18077000000002,47.55257173,26.7086983122,12.937252109700001,16.060700421900002,5.56049683544,-12.4983597046,-7.59594092827,0.026563291139199998,-0.8828417721520001,9.2333164557,2.80585759494,1.36003797468,23.3444648799,6298.68884563,3971.00310118,1938.67109409,1305.83541678,1156.96836886,793.378795148,653.553729674,413.48026075300004,503.95121124400004,415.705014061,313.042720153
41956,dance and electronica,TRKSAGR12903D09F8E,Eight Frozen Modules,Shinny Transcribed Feelings,-17.643,94.10700000000001,5,1,1,206.23628,36.8795330739,-49.1967898833,-36.0278754864,-34.7429766537,-53.5015914397,-32.931311284,26.5867315175,7.9926536965,10.2727470817,9.24968093385,-5.23543968872,8.0769688716,19.7431623345,4375.78817675,1844.00027355,630.985016147,1332.14523599,235.42469029999998,421.00684081099996,190.077850919,609.952290026,143.37707775799998,115.220863079,157.06894353200002
41957,dance and electronica,TRUBEXB128F9302786,Eight Frozen Modules,Sand Bubbles,-5.528,172.274,3,9,0,141.322,50.6903825503,114.66242058200001,27.385749440700003,-8.12275391499,-16.192225950799997,-28.4822885906,14.5534809843,6.74672483221,1.575,7.471655480980001,-5.00320357942,-0.551776286353,21.7120686523,2170.92377787,1998.02524534,373.830335514,670.0309727609999,248.41343000400002,645.649697346,163.207611237,482.29708040300005,131.54056039600002,128.380205634,381.36533350699995
41958,dance and electronica,TRTHIKG128F425BA97,Simbad,After The Dance feat. Melo (Bugz In The Attic Instrumental),-4.98,80.01899999999999,3,1,0,315.55872999999997,45.2180610583,31.1541723202,-67.4273066486,0.629554274084,27.909412483,7.2484511533200005,-1.9384118046099998,8.662263229310001,9.258953867030002,6.04130054274,-0.812727951153,2.5833229308,16.8233871442,2035.38001171,1141.36678066,1921.96879749,470.368982611,2459.61824224,592.797918168,653.531347699,242.921842252,577.6239290130001,382.15680965300004,122.740712947
41959,dance and electronica,TRWITBU128F9323660,Bugz In The Attic,Booty La La,-7.459,122.001,4,2,1,308.68852999999996,45.6409108146,24.8343827247,20.2702535112,9.944526685389999,-3.0595007022500003,-4.37115800562,3.41708216292,5.46725421348,2.70905688202,3.59561587079,-4.41524789326,3.44099508427,31.325153346700002,1589.67456795,3693.80048841,2143.56954025,811.372776038,1007.04453913,661.053064707,462.85098632,380.09082460400003,437.79531086199995,489.631566031,228.10877708900003
